slurm_job_id,test_case,start_time,end_time,daos_commit,oclass,dir_oclass,num_servers,num_targets,num_clients,ppc,notes,status,sw_time,n_file,chunk_size,bytes_read,bytes_write,tree_depth,create_kops,stat_kops,read_kops,remove_kops
3346621,mdtest_easy,2021-07-27 12:48:27,2021-07-27 12:53:20,e1da9ff,EC_4P2G1,RP_3GX,6,16,24,32,sw=30s,Pass,30,1000000,4M,0,0,0,282.11,1255.62,5718.80,133.38
3346623,mdtest_easy,2021-07-27 12:48:27,2021-07-27 12:53:14,e1da9ff,EC_4P2G1,RP_3GX,6,16,16,32,sw=30s,Pass,30,1000000,4M,0,0,0,296.97,1579.02,5873.11,136.10
3346628,mdtest_easy,2021-07-27 12:48:27,2021-07-27 13:00:15,e1da9ff,S4,SX,6,16,16,32,sw=30s,Pass,30,1000000,1M,0,0,0,2591.99,2028.61,6092.76,207.47
3346632,mdtest_easy,2021-07-27 12:57:39,2021-07-27 13:09:33,e1da9ff,S4,SX,6,16,24,32,sw=30s,Pass,30,1000000,1M,0,0,0,2557.94,1942.76,6341.86,212.01
3346638,mdtest_easy,2021-07-27 12:48:27,2021-07-27 13:04:51,e1da9ff,S8,SX,10,16,16,32,sw=30s,Pass,30,1000000,1M,0,0,0,3297.81,1839.66,7544.14,167.50
3346651,mdtest_easy,2021-07-27 13:29:31,2021-07-27 13:35:02,e1da9ff,EC_8P2G1,RP_3GX,10,16,16,32,sw=30s,Pass,30,1000000,8M,0,0,0,391.51,1725.73,7853.70,125.57
3346620,mdtest_easy,2021-07-27 12:39:45,2021-07-27 12:44:38,e1da9ff,EC_4P2G1,RP_3GX,12,16,16,32,sw=30s,Pass,30,1000000,4M,0,0,0,582.06,2467.35,8889.67,263.87
3346630,mdtest_easy,2021-07-27 12:48:27,2021-07-27 12:59:47,e1da9ff,S4,SX,12,16,16,32,sw=30s,Pass,30,1000000,1M,0,0,0,4219.35,3697.97,9359.91,424.88
3346618,mdtest_easy,2021-07-27 12:30:59,2021-07-27 12:36:21,e1da9ff,EC_4P2G1,RP_3GX,18,16,16,32,sw=30s,Pass,30,1000000,4M,0,0,0,774.17,2719.08,9987.45,372.16
3346633,mdtest_easy,2021-07-27 13:09:31,2021-07-27 13:20:11,e1da9ff,S4,SX,18,16,16,32,sw=30s,Pass,30,1000000,1M,0,0,0,4889.73,4478.01,10391.47,636.44
