slurm_job_id,test_case,start_time,end_time,daos_commit,num_servers,num_clients,num_targets,ppc,num_pools,pool_size,rebuild_kill_time,rebuild_down_time,rebuild_queued_time,rebuild_completed_time,status,notes
3193505,rebuild_pool_multi,2021-06-29 17:31:05,2021-06-29 17:45:07,b25b0b1,8,1,16,32,50,256MiB,2021-06-29 17:34:28,2021-06-29 17:34:38,2021-06-29 17:35:25,,Fail,"num_pools_after_rebuild=0,,num_pools_rebuild_done=0,,did not finish"
3245506,rebuild_pool_multi,2021-07-07 16:47:08,2021-07-07 16:56:30,4d3150e,128,1,16,32,50,256MiB,2021-07-07 16:50:31,2021-07-07 16:50:41,2021-07-07 16:50:41,2021-07-07 16:50:47,Pass
