slurm_job_id,test_case,start_time,end_time,daos_commit,num_servers,num_clients,num_targets,ppc,num_pools,pool_size,rebuild_kill_time,rebuild_down_time,rebuild_queued_time,rebuild_completed_time,status,notes
3259726,rebuild_pool_load_50,2021-07-10 19:16:44,2021-07-10 19:24:17,4d3150e,4,2,16,32,1,85G,2021-07-10 19:20:15,2021-07-10 19:20:26,2021-07-10 19:20:27,2021-07-10 19:20:33,Pass,
3284483,rebuild_pool_load_50,2021-07-15 14:13:00,2021-07-15 14:20:52,e1da9ff,32,16,16,32,1,85G,2021-07-15 14:16:50,2021-07-15 14:17:00,2021-07-15 14:17:00,2021-07-15 14:17:08,Pass,
