slurm_job_id,test_case,start_time,end_time,daos_commit,oclass,num_servers,num_targets,num_clients,ppc,fpp,segments,xfer_size,block_size,chunk_size,ec_cell_size,iterations,notes,status,sw_time,write_gib,read_gib
4156669,ior_easy,2022-03-14 20:24:59,2022-03-14 20:30:56,4c15823,SX,1,16,4,32,,1,1M,150G,1M,,1,,Pass,60,11.42,11.44
4156674,ior_easy,2022-03-15 00:25:51,2022-03-15 00:33:03,4c15823,SX,1,16,16,32,,1,1M,150G,1M,,1,,Pass,60,11.43,11.33
4156662,ior_easy,2022-03-14 22:50:19,2022-03-14 22:56:10,4c15823,SX,2,16,8,32,,1,1M,150G,1M,,1,,Pass,60,22.01,22.67
4156672,ior_easy,2022-03-15 00:09:05,2022-03-15 00:15:31,4c15823,SX,2,16,16,32,,1,1M,150G,1M,,1,,Pass,60,22.27,22.69
4156716,ior_easy,2022-03-15 03:07:22,2022-03-15 03:13:05,4c15823,EC_2P1GX,3,16,16,32,,1,2M,150G,2M,131072,1,,Pass,60,22.14,30.09
4156718,ior_easy,2022-03-15 03:27:49,2022-03-15 03:34:26,4c15823,SX,3,16,16,32,,1,2M,150G,1M,131072,1,,Pass,60,32.78,34.03
4156725,ior_easy,2022-03-15 02:35:17,2022-03-15 02:41:08,4c15823,EC_2P1GX,3,16,12,32,,1,2M,150G,2M,131072,1,,Pass,60,22.36,18.73
4156727,ior_easy,2022-03-15 03:15:24,2022-03-15 03:20:58,4c15823,SX,3,16,12,32,,1,2M,150G,1M,131072,1,,Pass,60,32.67,34.07
4156667,ior_easy,2022-03-14 23:56:02,2022-03-15 00:02:50,4c15823,SX,4,16,16,32,,1,1M,150G,1M,,1,,Pass,60,42.38,44.89
4156709,ior_easy,2022-03-15 03:09:19,2022-03-15 03:17:45,4c15823,SX,6,16,24,32,,1,4M,150G,1M,131072,1,,Pass,60,64.26,67.75
4156710,ior_easy,2022-03-15 03:01:24,2022-03-15 03:07:42,4c15823,EC_2P1GX,6,16,16,32,,1,2M,150G,2M,131072,1,,Pass,60,39.89,48.46
4156712,ior_easy,2022-03-15 03:11:20,2022-03-15 03:17:27,4c15823,EC_2P1GX,6,16,24,32,,1,2M,150G,2M,131072,1,,Pass,60,41.67,48.09
4156714,ior_easy,2022-03-15 03:19:33,2022-03-15 03:26:04,4c15823,SX,6,16,16,32,,1,2M,150G,1M,131072,1,,Pass,60,58.19,67.33
4156719,ior_easy,2022-03-15 03:43:30,2022-03-15 03:50:32,4c15823,SX,6,16,16,32,,1,4M,150G,1M,131072,1,,Pass,60,63.07,51.99
4156723,ior_easy,2022-03-15 04:13:47,2022-03-15 04:19:46,4c15823,SX,6,16,24,32,,1,2M,150G,1M,131072,1,,Pass,60,53.99,66.52
4156729,ior_easy,2022-03-15 03:59:06,2022-03-15 04:04:49,4c15823,EC_4P2GX,6,16,16,32,,1,4M,150G,4M,131072,1,,Pass,60,42.90,51.17
4156738,ior_easy,2022-03-15 04:17:25,2022-03-15 04:23:10,4c15823,EC_4P2GX,6,16,24,32,,1,4M,150G,4M,131072,1,,Pass,60,41.87,41.40
4156654,ior_easy,2022-03-14 23:36:15,2022-03-14 23:42:30,4c15823,SX,8,16,16,32,,1,1M,150G,1M,,1,,Pass,60,77.60,89.56
4156670,ior_easy,2022-03-15 00:28:32,2022-03-15 00:34:57,4c15823,SX,8,16,32,32,,1,1M,150G,1M,,1,,Pass,60,83.62,89.82
4156728,ior_easy,2022-03-15 04:13:47,2022-03-15 04:19:05,4c15823,EC_8P2GX,10,16,40,32,,1,8M,150G,8M,131072,1,,Pass,60,37.59,88.69
4156731,ior_easy,2022-03-15 04:13:47,2022-03-15 04:18:47,4c15823,EC_8P2GX,10,16,16,32,,1,8M,150G,8M,131072,1,,Pass,60,39.47,94.90
