slurm_job_id,test_case,start_time,end_time,daos_commit,oclass,num_servers,num_targets,num_clients,ppc,fpp,segments,xfer_size,block_size,chunk_size,ec_cell_size,iterations,notes,status,sw_time,write_gib,read_gib
3382229,ior_easy,2021-08-04 12:30:17,2021-08-04 12:37:39,5996209,SX,1,16,4,32,,1,1M,150G,1M,1048576,1,,Pass,60,11.32,11.45
3382253,ior_easy,2021-08-04 12:31:50,2021-08-04 12:42:09,5996209,SX,1,16,16,32,,1,1M,150G,1M,1048576,1,,Pass,60,11.33,11.41
3382236,ior_easy,2021-08-04 12:31:50,2021-08-04 12:39:38,5996209,SX,2,16,8,32,,1,1M,150G,1M,1048576,1,,Pass,60,21.76,22.72
3382246,ior_easy,2021-08-04 12:31:50,2021-08-04 12:39:42,5996209,SX,2,16,16,32,,1,1M,150G,1M,1048576,1,,Pass,60,22.00,22.49
3382220,ior_easy,2021-08-04 12:31:50,2021-08-04 12:39:39,5996209,SX,4,16,16,32,,1,1M,150G,1M,1048576,1,,Pass,60,31.73,44.64
3382223,ior_easy,2021-08-04 12:31:50,2021-08-04 12:39:27,5996209,SX,8,16,16,32,,1,1M,150G,1M,1048576,1,,Pass,60,75.70,63.59
3382238,ior_easy,2021-08-04 12:31:50,2021-08-04 12:41:41,5996209,SX,8,16,32,32,,1,1M,150G,1M,1048576,1,,Pass,60,82.35,89.03
3382227,ior_easy,2021-08-04 12:31:50,2021-08-04 12:39:00,5996209,SX,16,16,16,32,,1,1M,150G,1M,1048576,1,,Pass,60,106.48,146.75
3382247,ior_easy,2021-08-04 12:31:50,2021-08-04 12:38:11,5996209,SX,32,16,16,32,,1,1M,150G,1M,1048576,1,,Pass,60,111.63,152.71
3382239,ior_easy,2021-08-04 12:31:50,2021-08-04 12:39:00,5996209,SX,64,16,16,32,,1,1M,150G,1M,1048576,1,,Pass,60,122.08,156.80
3382215,ior_hard,2021-08-04 12:30:17,2021-08-04 12:36:42,5996209,SX,1,16,4,32,,2000000,47008,47008,1M,1048576,1,,Pass,60,10.36,11.26
3382234,ior_hard,2021-08-04 12:31:50,2021-08-04 12:38:54,5996209,SX,1,16,16,32,,2000000,47008,47008,1M,1048576,1,,Pass,60,9.65,11.08
3382237,ior_hard,2021-08-04 12:31:50,2021-08-04 12:38:32,5996209,SX,2,16,16,32,,2000000,47008,47008,1M,1048576,1,,Pass,60,18.95,21.93
3382251,ior_hard,2021-08-04 12:31:50,2021-08-04 12:38:57,5996209,SX,2,16,8,32,,2000000,47008,47008,1M,1048576,1,,Pass,60,20.56,22.20
3382252,ior_hard,2021-08-04 12:31:50,2021-08-04 12:38:24,5996209,SX,4,16,16,32,,2000000,47008,47008,1M,1048576,1,,Pass,60,37.57,43.08
3382219,ior_hard,2021-08-04 12:31:50,2021-08-04 12:38:20,5996209,SX,8,16,16,32,,2000000,47008,47008,1M,1048576,1,,Pass,60,67.37,82.85
3382230,ior_hard,2021-08-04 12:31:50,2021-08-04 12:39:00,5996209,SX,8,16,32,32,,2000000,47008,47008,1M,1048576,1,,Pass,60,68.04,80.40
3382245,ior_hard,2021-08-04 12:31:50,2021-08-04 12:38:25,5996209,SX,16,16,16,32,,2000000,47008,47008,1M,1048576,1,,Pass,60,71.05,96.08
3382243,ior_hard,2021-08-04 12:31:50,2021-08-04 12:38:05,5996209,SX,32,16,16,32,,2000000,47008,47008,1M,1048576,1,,Pass,60,67.85,107.27
3382231,ior_hard,2021-08-04 12:31:50,2021-08-04 12:38:16,5996209,SX,64,16,16,32,,2000000,47008,47008,1M,1048576,1,,Pass,60,47.79,94.20
