slurm_job_id,test_case,start_time,end_time,daos_commit,oclass,num_servers,num_targets,num_clients,ppc,fpp,segments,xfer_size,block_size,chunk_size,ec_cell_size,iterations,notes,status,sw_time,write_gib,read_gib
3870047,ior_easy,2021-12-15 23:43:58,2021-12-15 23:49:56,efdf65b,SX,1,16,4,32,,1,1M,150G,1M,1048576,1,,Pass,60,11.44,11.23
3870052,ior_easy,2021-12-16 00:52:10,2021-12-16 00:59:51,efdf65b,SX,1,16,16,32,,1,1M,150G,1M,1048576,1,,Pass,60,11.46,11.35
3870043,ior_easy,2021-12-15 23:53:22,2021-12-15 23:59:51,efdf65b,SX,2,16,8,32,,1,1M,150G,1M,1048576,1,,Pass,60,21.44,22.41
3870055,ior_easy,2021-12-16 00:59:01,2021-12-16 01:04:44,efdf65b,SX,2,16,16,32,,1,1M,150G,1M,1048576,1,,Pass,60,22.24,22.51
3867515,ior_easy,2021-12-15 10:51:42,2021-12-15 10:58:04,efdf65b,SX,3,16,12,32,,1,2M,150G,1M,1048576,1,,Pass,60,32.52,32.90
3871914,ior_easy,2021-12-16 15:38:52,2021-12-16 15:43:56,efdf65b,EC_2P1GX,3,16,16,32,,1,2M,150G,2M,1048576,1,,Pass,60,21.40,28.09
3867525,ior_easy,2021-12-15 10:52:51,2021-12-15 10:57:57,efdf65b,EC_2P1GX,3,16,12,32,,1,2M,150G,2M,1048576,1,,Pass,60,21.52,32.46
3867528,ior_easy,2021-12-15 11:35:18,2021-12-15 11:42:03,efdf65b,SX,3,16,16,32,,1,2M,150G,1M,1048576,1,,Pass,60,32.79,21.20
3870042,ior_easy,2021-12-16 00:13:58,2021-12-16 00:20:23,efdf65b,SX,4,16,16,32,,1,1M,150G,1M,1048576,1,,Pass,60,42.92,45.32
3867513,ior_easy,2021-12-15 10:52:51,2021-12-15 10:58:15,efdf65b,EC_2P1GX,6,16,24,32,,1,2M,150G,2M,1048576,1,,Pass,60,39.71,54.55
3867517,ior_easy,2021-12-15 11:08:46,2021-12-15 11:17:18,efdf65b,SX,6,16,24,32,,1,4M,150G,1M,1048576,1,,Pass,60,60.54,66.73
3867521,ior_easy,2021-12-15 10:57:44,2021-12-15 11:04:19,efdf65b,SX,6,16,16,32,,1,2M,150G,1M,1048576,1,,Pass,60,59.74,46.13
3867523,ior_easy,2021-12-15 11:35:18,2021-12-15 11:41:53,efdf65b,SX,6,16,24,32,,1,2M,150G,1M,1048576,1,,Pass,60,58.80,42.68
3867530,ior_easy,2021-12-15 12:13:38,2021-12-15 12:19:04,efdf65b,EC_2P1GX,6,16,16,32,,1,2M,150G,2M,1048576,1,,Pass,60,39.22,51.22
3867538,ior_easy,2021-12-15 12:28:24,2021-12-15 12:34:04,efdf65b,SX,6,16,16,32,,1,4M,150G,1M,1048576,1,,Pass,60,62.07,66.64
3867539,ior_easy,2021-12-15 11:49:42,2021-12-15 11:54:54,efdf65b,EC_4P2GX,6,16,24,32,,1,4M,150G,4M,1048576,1,,Pass,60,41.16,54.83
3867545,ior_easy,2021-12-15 12:42:49,2021-12-15 12:48:09,efdf65b,EC_4P2GX,6,16,16,32,,1,4M,150G,4M,1048576,1,,Pass,60,42.98,55.53
3870053,ior_easy,2021-12-16 01:10:06,2021-12-16 01:16:57,efdf65b,SX,8,16,32,32,,1,1M,150G,1M,1048576,1,,Pass,60,83.12,89.90
3872583,ior_easy,2021-12-16 19:47:40,2021-12-16 19:53:43,efdf65b,SX,8,16,16,32,,1,1M,150G,1M,1048576,1,,Pass,60,72.65,89.46
3867516,ior_easy,2021-12-15 10:50:30,2021-12-15 10:56:37,efdf65b,EC_2P1GX,12,16,48,32,,1,2M,150G,2M,1048576,1,,Pass,60,81.98,93.09
3867518,ior_easy,2021-12-15 10:57:44,2021-12-15 11:06:31,efdf65b,SX,12,16,48,32,,1,4M,150G,1M,1048576,1,,Pass,60,106.07,107.34
3867519,ior_easy,2021-12-15 11:35:18,2021-12-15 11:41:08,efdf65b,SX,12,16,16,32,,1,2M,150G,1M,1048576,1,,Pass,60,105.21,127.89
3867527,ior_easy,2021-12-15 11:43:28,2021-12-15 11:51:53,efdf65b,SX,12,16,48,32,,1,2M,150G,1M,1048576,1,,Pass,60,121.15,131.41
3867529,ior_easy,2021-12-15 11:42:13,2021-12-15 11:47:45,efdf65b,EC_2P1GX,12,16,16,32,,1,2M,150G,2M,1048576,1,,Pass,60,73.65,104.32
3867533,ior_easy,2021-12-15 15:22:56,2021-12-15 15:28:42,efdf65b,EC_4P2GX,12,16,48,32,,1,4M,150G,4M,1048576,1,,Pass,60,77.81,93.53
3867542,ior_easy,2021-12-15 13:38:26,2021-12-15 13:44:02,efdf65b,SX,12,16,16,32,,1,4M,150G,1M,1048576,1,,Pass,60,103.45,119.11
3867544,ior_easy,2021-12-15 14:00:52,2021-12-15 14:06:33,efdf65b,EC_4P2GX,12,16,16,32,,1,4M,150G,4M,1048576,1,,Pass,60,70.33,95.05
3870051,ior_easy,2021-12-16 01:08:46,2021-12-16 01:16:00,efdf65b,SX,16,16,64,32,,1,1M,150G,1M,1048576,1,,Pass,60,155.29,176.57
3872585,ior_easy,2021-12-16 21:09:02,2021-12-16 21:14:22,efdf65b,SX,16,16,16,32,,1,1M,150G,1M,1048576,1,,Pass,60,137.07,158.32
3867512,ior_easy,2021-12-15 10:46:57,2021-12-15 10:56:24,efdf65b,SX,18,16,72,32,,1,2M,150G,1M,1048576,1,,Pass,60,177.08,103.45
3867520,ior_easy,2021-12-15 11:00:09,2021-12-15 11:06:46,efdf65b,EC_2P1GX,18,16,72,32,,1,2M,150G,2M,1048576,1,,Pass,60,113.32,141.37
3867524,ior_easy,2021-12-15 11:35:18,2021-12-15 11:41:12,efdf65b,SX,18,16,16,32,,1,2M,150G,1M,1048576,1,,Pass,60,102.59,120.05
3867526,ior_easy,2021-12-15 11:43:28,2021-12-15 11:48:46,efdf65b,EC_2P1GX,18,16,16,32,,1,2M,150G,2M,1048576,1,,Pass,60,84.13,114.16
3867532,ior_easy,2021-12-15 11:08:46,2021-12-15 11:17:36,efdf65b,EC_4P2GX,18,16,72,32,,1,4M,150G,4M,1048576,1,,Pass,60,93.86,135.55
3867534,ior_easy,2021-12-15 12:20:58,2021-12-15 12:26:18,efdf65b,SX,18,16,16,32,,1,4M,150G,1M,1048576,1,,Pass,60,157.53,135.30
