slurm_job_id,test_case,start_time,end_time,daos_commit,oclass,dir_oclass,num_servers,num_targets,num_clients,ppc,notes,status,sw_time,n_file,chunk_size,bytes_read,bytes_write,create_kops,stat_kops,read_kops,remove_kops
4156677,mdtest_easy,2022-03-14 23:19:37,2022-03-14 23:25:59,4c15823,S1,SX,1,16,4,32,,Pass,60,10000000,1M,0,0,506.05,738.12,0.00,289.02
4156700,mdtest_easy,2022-03-15 02:57:25,2022-03-15 03:03:41,4c15823,S1,SX,1,16,16,32,,Pass,60,10000000,1M,0,0,453.97,629.32,0.00,267.89
4156681,mdtest_easy,2022-03-14 23:26:07,2022-03-14 23:32:40,4c15823,S1,SX,2,16,8,32,,Pass,60,10000000,1M,0,0,973.19,1386.49,0.00,554.02
4156697,mdtest_easy,2022-03-15 02:53:27,2022-03-15 02:59:43,4c15823,S1,SX,2,16,16,32,,Pass,60,10000000,1M,0,0,971.90,1262.47,0.00,534.81
4158264,mdtest_easy,2022-03-15 18:35:22,2022-03-15 18:40:11,4c15823,EC_2P1G1,RP_2GX,3,16,16,32,sw=30s,Pass,30,10000000,2M,0,0,334.20,1542.72,0.00,172.46
4158266,mdtest_easy,2022-03-15 10:27:46,2022-03-15 10:34:04,4c15823,S2,SX,3,16,12,32,sw=30s,Pass,30,10000000,1M,0,0,1411.59,1504.56,0.00,310.43
4158267,mdtest_easy,2022-03-15 10:35:35,2022-03-15 10:40:04,4c15823,EC_2P1G1,RP_2GX,3,16,12,32,sw=30s,Pass,30,10000000,2M,0,0,311.12,1713.41,0.00,169.57
4158277,mdtest_easy,2022-03-15 20:49:43,2022-03-15 20:56:11,4c15823,S2,SX,3,16,16,32,sw=30s,Pass,30,10000000,1M,0,0,1407.19,1439.34,0.00,304.23
4156683,mdtest_easy,2022-03-15 00:38:48,2022-03-15 00:45:21,4c15823,S1,SX,4,16,16,32,,Pass,60,10000000,1M,0,0,1847.48,2514.34,0.00,1059.13
4158265,mdtest_easy,2022-03-15 20:46:00,2022-03-15 20:52:34,4c15823,S2,SX,6,16,16,32,sw=30s,Pass,30,10000000,1M,0,0,2618.16,2799.87,0.00,562.94
4158268,mdtest_easy,2022-03-15 23:28:09,2022-03-15 23:36:41,4c15823,S4,SX,6,16,24,32,sw=30s,Pass,30,10000000,1M,0,0,2654.59,1794.68,0.00,324.91
4158269,mdtest_easy,2022-03-15 23:48:18,2022-03-15 23:53:02,4c15823,EC_2P1G1,RP_2GX,6,16,16,32,sw=30s,Pass,30,10000000,2M,0,0,570.52,2959.04,0.00,309.55
4158275,mdtest_easy,2022-03-16 01:28:47,2022-03-16 01:36:14,4c15823,EC_2P1G1,RP_2GX,6,16,24,32,sw=30s,Pass,30,10000000,2M,0,0,642.33,2781.79,0.00,319.11
