slurm_job_id,test_case,start_time,end_time,daos_commit,provider,oclass,dir_oclass,num_servers,num_targets,num_clients,ppc,notes,status,sw_time,n_file,chunk_size,bytes_read,bytes_write,create_kops,stat_kops,read_kops,remove_kops
4700169,mdtest_easy,2022-08-04 21:00:17,2022-08-04 21:06:32,3c57954,ofi+verbs;ofi_rxm,S1,SX,1,16,4,32,,Pass,60,10000000,1M,0,0,520.27,742.28,0.00,302.48
4700174,mdtest_easy,2022-08-04 21:42:03,2022-08-04 21:48:19,3c57954,ofi+verbs;ofi_rxm,S1,SX,1,16,16,32,,Pass,60,10000000,1M,0,0,471.74,613.70,0.00,277.13
4700170,mdtest_easy,2022-08-04 21:08:23,2022-08-04 21:14:28,3c57954,ofi+verbs;ofi_rxm,S1,SX,2,16,8,32,,Pass,60,10000000,1M,0,0,992.68,1395.98,0.00,578.85
4700175,mdtest_easy,2022-08-04 21:50:01,2022-08-04 21:56:19,3c57954,ofi+verbs;ofi_rxm,S1,SX,2,16,16,32,,Pass,60,10000000,1M,0,0,991.68,1225.83,0.00,551.22
4702443,mdtest_easy,2022-08-05 10:30:52,2022-08-05 10:35:21,3c57954,ofi+verbs;ofi_rxm,EC_2P1G1,RP_2GX,3,16,12,32,sw=30s,Pass,30,10000000,2M,0,0,326.07,1726.38,0.00,176.78
4702446,mdtest_easy,2022-08-05 10:49:18,2022-08-05 10:53:38,3c57954,ofi+verbs;ofi_rxm,EC_2P1G1,RP_2GX,3,16,16,32,sw=30s,Pass,30,10000000,2M,0,0,347.78,1562.62,0.00,178.81
4700171,mdtest_easy,2022-08-04 21:15:52,2022-08-04 21:22:22,3c57954,ofi+verbs;ofi_rxm,S1,SX,4,16,16,32,,Pass,60,10000000,1M,0,0,1864.34,2491.97,0.00,1099.03
4702444,mdtest_easy,2022-08-05 10:36:58,2022-08-05 10:41:20,3c57954,ofi+verbs;ofi_rxm,EC_2P1G1,RP_2GX,6,16,24,32,sw=30s,Pass,30,10000000,2M,0,0,595.39,2721.20,0.00,327.07
4702447,mdtest_easy,2022-08-05 10:54:44,2022-08-05 10:58:54,3c57954,ofi+verbs;ofi_rxm,EC_2P1G1,RP_2GX,6,16,16,32,sw=30s,Pass,30,10000000,2M,0,0,535.55,3023.93,0.00,312.44
4702451,mdtest_easy,2022-08-05 12:11:00,2022-08-05 12:15:49,3c57954,ofi+verbs;ofi_rxm,EC_4P2G1,RP_3GX,6,16,24,32,sw=30s,Pass,30,10000000,4M,0,0,465.42,2460.02,0.00,194.97
4702453,mdtest_easy,2022-08-05 12:28:45,2022-08-05 12:33:26,3c57954,ofi+verbs;ofi_rxm,EC_4P2G1,RP_3GX,6,16,16,32,sw=30s,Pass,30,10000000,4M,0,0,422.28,2738.46,0.00,195.33
4700172,mdtest_easy,2022-08-04 21:24:19,2022-08-04 21:30:58,3c57954,ofi+verbs;ofi_rxm,S1,SX,8,16,32,32,,Pass,60,10000000,1M,0,0,3528.54,4241.26,0.00,1969.26
4700176,mdtest_easy,2022-08-04 21:57:55,2022-08-04 22:04:15,3c57954,ofi+verbs;ofi_rxm,S1,SX,8,16,16,32,,Pass,60,10000000,1M,0,0,3396.65,4438.30,0.00,1964.72
4702458,mdtest_easy,2022-08-05 12:58:47,2022-08-05 13:04:42,3c57954,ofi+verbs;ofi_rxm,EC_8P2G1,RP_3GX,10,16,40,32,sw=30s,Pass,30,10000000,8M,0,0,723.32,2845.88,0.00,199.28
4702459,mdtest_easy,2022-08-05 13:06:26,2022-08-05 13:11:24,3c57954,ofi+verbs;ofi_rxm,EC_8P2G1,RP_3GX,10,16,16,32,sw=30s,Pass,30,10000000,8M,0,0,581.03,3804.66,0.00,214.13
4702445,mdtest_easy,2022-08-05 10:42:55,2022-08-05 10:47:33,3c57954,ofi+verbs;ofi_rxm,EC_2P1G1,RP_2GX,12,16,48,32,sw=30s,Pass,30,10000000,2M,0,0,1041.22,4103.32,0.00,582.31
4702448,mdtest_easy,2022-08-05 11:54:17,2022-08-05 11:58:30,3c57954,ofi+verbs;ofi_rxm,EC_2P1G1,RP_2GX,12,16,16,32,sw=30s,Pass,30,10000000,2M,0,0,776.97,4485.87,0.00,501.27
4702452,mdtest_easy,2022-08-05 12:21:59,2022-08-05 12:27:04,3c57954,ofi+verbs;ofi_rxm,EC_4P2G1,RP_3GX,12,16,48,32,sw=30s,Pass,30,10000000,4M,0,0,846.16,3259.77,0.00,339.71
4702454,mdtest_easy,2022-08-05 12:35:06,2022-08-05 12:39:22,3c57954,ofi+verbs;ofi_rxm,EC_4P2G1,RP_3GX,12,16,16,32,sw=30s,Pass,30,10000000,4M,0,0,647.28,4116.96,0.00,340.45
4700173,mdtest_easy,2022-08-04 21:32:47,2022-08-04 21:39:58,3c57954,ofi+verbs;ofi_rxm,S1,SX,16,16,64,32,,Pass,60,10000000,1M,0,0,6448.54,7612.95,0.00,3668.99
4700177,mdtest_easy,2022-08-04 22:13:46,2022-08-04 22:20:31,3c57954,ofi+verbs;ofi_rxm,S1,SX,16,16,16,32,,Pass,60,10000000,1M,0,0,5254.06,5932.00,0.00,2968.03
4702449,mdtest_easy,2022-08-05 12:00:10,2022-08-05 12:04:13,3c57954,ofi+verbs;ofi_rxm,EC_2P1G1,RP_2GX,18,16,16,32,sw=30s,Pass,30,10000000,2M,0,0,954.14,4949.01,0.00,627.13
4702455,mdtest_easy,2022-08-05 12:41:26,2022-08-05 12:45:41,3c57954,ofi+verbs;ofi_rxm,EC_4P2G1,RP_3GX,18,16,16,32,sw=30s,Pass,30,10000000,4M,0,0,807.08,4450.97,0.00,444.58
4702462,mdtest_easy,2022-08-05 13:25:42,2022-08-05 13:31:00,3c57954,ofi+verbs;ofi_rxm,EC_16P2G1,RP_3GX,18,16,16,32,sw=30s,Pass,30,10000000,16M,0,0,808.50,4284.62,0.00,214.19
4702460,mdtest_easy,2022-08-05 13:13:14,2022-08-05 13:17:56,3c57954,ofi+verbs;ofi_rxm,EC_8P2G1,RP_3GX,20,16,16,32,sw=30s,Pass,30,10000000,8M,0,0,857.24,4465.44,0.00,343.73
4702450,mdtest_easy,2022-08-05 12:05:35,2022-08-05 12:09:41,3c57954,ofi+verbs;ofi_rxm,EC_2P1G1,RP_2GX,24,16,16,32,sw=30s,Pass,30,10000000,2M,0,0,1100.70,5050.12,0.00,716.91
4702456,mdtest_easy,2022-08-05 12:47:03,2022-08-05 12:51:21,3c57954,ofi+verbs;ofi_rxm,EC_4P2G1,RP_3GX,24,16,16,32,sw=30s,Pass,30,10000000,4M,0,0,932.70,4547.61,0.00,504.06
4702461,mdtest_easy,2022-08-05 13:19:42,2022-08-05 13:24:18,3c57954,ofi+verbs;ofi_rxm,EC_8P2G1,RP_3GX,30,16,16,32,sw=30s,Pass,30,10000000,8M,0,0,1037.53,4374.54,0.00,414.66
4700178,mdtest_easy,2022-08-04 22:48:58,2022-08-04 22:55:35,3c57954,ofi+verbs;ofi_rxm,S1,SX,32,16,16,32,,Pass,60,10000000,1M,0,0,6916.51,7302.49,0.00,3989.91
4702457,mdtest_easy,2022-08-05 12:53:07,2022-08-05 12:57:22,3c57954,ofi+verbs;ofi_rxm,EC_4P2G1,RP_3GX,36,16,16,32,sw=30s,Pass,30,10000000,4M,0,0,1123.61,4484.25,0.00,628.65
