slurm_job_id,test_case,start_time,end_time,daos_commit,oclass,dir_oclass,num_servers,num_targets,num_clients,ppc,notes,status,sw_time,n_file,chunk_size,bytes_read,bytes_write,tree_depth,create_kops,stat_kops,read_kops,remove_kops
3382228,mdtest_easy,2021-08-04 12:30:17,2021-08-04 12:38:09,5996209,S1,SX,1,16,4,32,,Pass,60,1000000,1M,0,0,0,519.91,769.04,1193.50,222.67
3382244,mdtest_easy,2021-08-04 12:31:50,2021-08-04 12:40:04,5996209,S1,SX,1,16,16,32,,Pass,60,1000000,1M,0,0,0,483.91,712.89,1078.04,225.31
3382216,mdtest_easy,2021-08-04 12:31:50,2021-08-04 12:40:43,5996209,S1,SX,2,16,16,32,,Pass,60,1000000,1M,0,0,0,928.88,1420.48,2130.05,407.99
3382241,mdtest_easy,2021-08-04 12:31:50,2021-08-04 12:40:38,5996209,S1,SX,2,16,8,32,,Pass,60,1000000,1M,0,0,0,981.66,1508.36,2337.53,403.55
3382226,mdtest_easy,2021-08-04 12:31:50,2021-08-04 12:41:03,5996209,S1,SX,4,16,16,32,,Pass,60,1000000,1M,0,0,0,1838.36,2762.21,4372.25,770.91
3382240,mdtest_easy,2021-08-04 12:31:50,2021-08-04 12:41:59,5996209,S1,SX,8,16,32,32,,Pass,60,1000000,1M,0,0,0,3166.36,4941.87,7538.14,1513.46
3382249,mdtest_easy,2021-08-04 12:31:50,2021-08-04 12:41:02,5996209,S1,SX,8,16,16,32,,Pass,60,1000000,1M,0,0,0,3071.00,4915.71,7623.46,1487.44
3382218,mdtest_easy,2021-08-04 12:31:50,2021-08-04 12:42:09,5996209,S1,SX,16,16,16,32,,Pass,60,1000000,1M,0,0,0,4308.34,5017.44,9555.27,1957.37
3382233,mdtest_easy,2021-08-04 12:31:50,2021-08-04 12:42:37,5996209,S1,SX,32,16,16,32,,Pass,60,1000000,1M,0,0,0,6823.19,7264.68,11498.61,3933.09
3382242,mdtest_easy,2021-08-04 12:31:50,2021-08-04 12:41:25,5996209,S1,SX,64,16,16,32,,Pass,60,1000000,1M,0,0,0,4624.68,5539.94,11010.54,3732.09
3382224,mdtest_hard,2021-08-04 12:30:17,2021-08-04 12:35:01,5996209,S1,SX,1,16,4,32,sw=40s,Pass,40,200000,1M,3901,3901,0/20,146.13,406.05,269.94,306.66
3382250,mdtest_hard,2021-08-04 12:31:50,2021-08-04 12:37:28,5996209,S1,SX,1,16,16,32,sw=40s,Pass,40,200000,1M,3901,3901,0/20,140.34,374.63,238.46,276.12
3382225,mdtest_hard,2021-08-04 12:31:50,2021-08-04 12:37:28,5996209,S1,SX,2,16,16,32,sw=40s,Pass,40,200000,1M,3901,3901,0/20,254.32,609.83,414.52,543.49
3382235,mdtest_hard,2021-08-04 12:31:50,2021-08-04 12:36:53,5996209,S1,SX,2,16,8,32,sw=40s,Pass,40,200000,1M,3901,3901,0/20,257.16,643.05,423.66,584.75
3382232,mdtest_hard,2021-08-04 12:31:50,2021-08-04 12:37:50,5996209,S1,SX,4,16,16,32,sw=40s,Pass,40,200000,1M,3901,3901,0/20,434.05,965.94,644.21,1075.83
3382217,mdtest_hard,2021-08-04 12:31:50,2021-08-04 12:37:20,5996209,S1,SX,8,16,16,32,sw=40s,Pass,40,200000,1M,3901,3901,0/20,737.15,1361.87,903.72,1862.80
3382222,mdtest_hard,2021-08-04 12:31:50,2021-08-04 12:37:58,5996209,S1,SX,8,16,32,32,sw=40s,Pass,40,200000,1M,3901,3901,0/20,696.80,1587.21,1076.13,1965.94
3382248,mdtest_hard,2021-08-04 12:31:50,2021-08-04 12:37:28,5996209,S1,SX,16,16,16,32,sw=40s,Pass,40,200000,1M,3901,3901,0/20,795.80,2097.43,1243.08,2856.24
3382214,mdtest_hard,2021-08-04 12:31:50,2021-08-04 12:37:28,5996209,S1,SX,32,16,16,32,sw=40s,Pass,40,200000,1M,3901,3901,0/20,852.23,3054.68,1623.89,3110.09
3382221,mdtest_hard,2021-08-04 12:30:17,2021-08-04 12:35:59,5996209,S1,SX,64,16,16,32,sw=40s,Pass,40,200000,1M,3901,3901,0/20,1504.84,4359.56,2192.71,4357.75
