slurm_job_id,test_case,start_time,end_time,daos_commit,provider,oclass,dir_oclass,num_servers,num_targets,num_clients,ppc,notes,status,sw_time,n_file,chunk_size,bytes_read,bytes_write,create_kops,stat_kops,read_kops,remove_kops
4822683,mdtest_easy,2022-09-13 21:52:41,2022-09-13 21:58:38,e68757d,ofi+verbs;ofi_rxm,S1,SX,1,16,4,32,,Pass,60,10000000,1M,0,0,490.17,735.95,0.00,298.96
4822688,mdtest_easy,2022-09-13 22:32:14,2022-09-13 22:38:35,e68757d,ofi+verbs;ofi_rxm,S1,SX,1,16,16,32,,Pass,60,10000000,1M,0,0,457.36,612.72,0.00,272.45
4822684,mdtest_easy,2022-09-13 21:59:34,2022-09-13 22:05:43,e68757d,ofi+verbs;ofi_rxm,S1,SX,2,16,8,32,,Pass,60,10000000,1M,0,0,969.58,1384.59,0.00,574.26
4822689,mdtest_easy,2022-09-13 22:42:06,2022-09-13 22:48:34,e68757d,ofi+verbs;ofi_rxm,S1,SX,2,16,16,32,,Pass,60,10000000,1M,0,0,932.13,1212.68,0.00,532.66
4824046,mdtest_easy,2022-09-14 13:58:42,2022-09-14 14:03:06,e68757d,ofi+verbs;ofi_rxm,EC_2P1G1,RP_2GX,3,16,12,32,sw=30s,Pass,30,10000000,2M,0,0,323.11,1721.24,0.00,175.98
4830514,mdtest_easy,2022-09-15 09:28:15,2022-09-15 09:32:33,e68757d,ofi+verbs;ofi_rxm,EC_2P1G1,RP_2GX,3,16,16,32,sw=30s,Pass,30,10000000,2M,0,0,345.89,1590.32,0.00,177.80
4822685,mdtest_easy,2022-09-13 22:06:54,2022-09-13 22:13:10,e68757d,ofi+verbs;ofi_rxm,S1,SX,4,16,16,32,,Pass,60,10000000,1M,0,0,1874.20,2478.94,0.00,1086.79
4824056,mdtest_easy,2022-09-14 15:17:14,2022-09-14 15:21:51,e68757d,ofi+verbs;ofi_rxm,EC_4P2G1,RP_3GX,6,16,24,32,sw=30s,Pass,30,10000000,4M,0,0,455.59,2266.92,0.00,198.71
4824058,mdtest_easy,2022-09-14 15:53:11,2022-09-14 15:57:40,e68757d,ofi+verbs;ofi_rxm,EC_4P2G1,RP_3GX,6,16,16,32,sw=30s,Pass,30,10000000,4M,0,0,414.48,2575.75,0.00,197.51
4830512,mdtest_easy,2022-09-15 09:16:44,2022-09-15 09:20:59,e68757d,ofi+verbs;ofi_rxm,EC_2P1G1,RP_2GX,6,16,24,32,sw=30s,Pass,30,10000000,2M,0,0,586.29,2662.46,0.00,324.98
